지점,지점명,날짜,강수량(mm)
281,영천(경북),2020-07-03,4.6
281,영천(경북),2020-07-04,0.4
281,영천(경북),2020-07-06,0.0
281,영천(경북),2020-07-10,23.3
281,영천(경북),2020-07-12,24.8
281,영천(경북),2020-07-13,74.9
281,영천(경북),2020-07-14,0.3
281,영천(경북),2020-07-15,3.1
281,영천(경북),2020-07-19,0.0
281,영천(경북),2020-07-20,0.3
281,영천(경북),2020-07-21,5.7
281,영천(경북),2020-07-22,36.8
281,영천(경북),2020-07-23,34.4
281,영천(경북),2020-07-24,15.9
281,영천(경북),2020-07-25,46.2
281,영천(경북),2020-07-26,0.2
281,영천(경북),2020-07-27,24.3
281,영천(경북),2020-07-28,11.0
281,영천(경북),2020-07-29,6.0
281,영천(경북),2020-07-30,24.0
115,울릉도(경북),2020-06-24,3.5
115,울릉도(경북),2020-06-25,32.2
115,울릉도(경북),2020-06-28,1.3
115,울릉도(경북),2020-06-29,0.0
115,울릉도(경북),2020-06-30,61.7
115,울릉도(경북),2020-07-01,51.7
115,울릉도(경북),2020-07-03,0.0
115,울릉도(경북),2020-07-04,3.2
115,울릉도(경북),2020-07-07,0.5
115,울릉도(경북),2020-07-08,0.0
115,울릉도(경북),2020-07-10,83.0
115,울릉도(경북),2020-07-11,4.0
115,울릉도(경북),2020-07-12,0.0
115,울릉도(경북),2020-07-13,37.8
115,울릉도(경북),2020-07-14,40.0
115,울릉도(경북),2020-07-15,0.1
115,울릉도(경북),2020-07-20,0.3
115,울릉도(경북),2020-07-23,1.3
115,울릉도(경북),2020-07-24,53.1
115,울릉도(경북),2020-07-25,13.6
115,울릉도(경북),2020-07-27,2.2
115,울릉도(경북),2020-07-28,3.5
115,울릉도(경북),2020-07-29,13.3
115,울릉도(경북),2020-07-30,0.6
130,울진(경북),2020-06-24,3.1
130,울진(경북),2020-06-25,0.7
130,울진(경북),2020-06-27,0.1
130,울진(경북),2020-06-29,20.4
130,울진(경북),2020-06-30,73.5
130,울진(경북),2020-07-01,1.5
130,울진(경북),2020-07-03,0.3
130,울진(경북),2020-07-04,3.9
130,울진(경북),2020-07-06,15.4
130,울진(경북),2020-07-07,0.0
130,울진(경북),2020-07-10,19.1
130,울진(경북),2020-07-11,0.0
130,울진(경북),2020-07-12,4.4
130,울진(경북),2020-07-13,95.1
130,울진(경북),2020-07-14,9.3
130,울진(경북),2020-07-19,0.0
130,울진(경북),2020-07-20,0.8
130,울진(경북),2020-07-21,0.0
130,울진(경북),2020-07-22,0.3
130,울진(경북),2020-07-23,60.8
130,울진(경북),2020-07-24,178.4
130,울진(경북),2020-07-25,23.5
130,울진(경북),2020-07-26,0.9
130,울진(경북),2020-07-27,3.7
130,울진(경북),2020-07-28,30.1
130,울진(경북),2020-07-29,21.3
130,울진(경북),2020-07-30,13.9
278,의성(경북),2020-06-24,3.8
278,의성(경북),2020-06-25,0.5
278,의성(경북),2020-06-29,39.4
278,의성(경북),2020-06-30,7.0
278,의성(경북),2020-07-01,0.7
278,의성(경북),2020-07-03,2.4
278,의성(경북),2020-07-04,1.6
278,의성(경북),2020-07-06,24.5
278,의성(경북),2020-07-10,21.8
278,의성(경북),2020-07-12,11.4
278,의성(경북),2020-07-13,71.5
278,의성(경북),2020-07-14,1.9
278,의성(경북),2020-07-15,0.1
278,의성(경북),2020-07-19,0.2
278,의성(경북),2020-07-20,6.8
278,의성(경북),2020-07-21,0.0
278,의성(경북),2020-07-22,36.4
278,의성(경북),2020-07-23,52.0
278,의성(경북),2020-07-24,16.9
278,의성(경북),2020-07-25,34.1
278,의성(경북),2020-07-26,3.5
278,의성(경북),2020-07-27,4.7
278,의성(경북),2020-07-28,17.6
278,의성(경북),2020-07-29,14.6
278,의성(경북),2020-07-30,51.1
276,청송군(경북),2020-06-24,4.5
276,청송군(경북),2020-06-25,1.5
276,청송군(경북),2020-06-27,0.0
276,청송군(경북),2020-06-29,28.0
276,청송군(경북),2020-06-30,8.5
276,청송군(경북),2020-07-01,1.0
276,청송군(경북),2020-07-03,1.5
276,청송군(경북),2020-07-04,2.5
276,청송군(경북),2020-07-06,4.5
276,청송군(경북),2020-07-10,21.5
276,청송군(경북),2020-07-12,11.5
276,청송군(경북),2020-07-13,87.0
276,청송군(경북),2020-07-14,0.5
276,청송군(경북),2020-07-15,0.5
276,청송군(경북),2020-07-19,0.0
276,청송군(경북),2020-07-20,1.0
276,청송군(경북),2020-07-21,0.1
276,청송군(경북),2020-07-22,27.0
276,청송군(경북),2020-07-23,71.5
276,청송군(경북),2020-07-24,23.0
276,청송군(경북),2020-07-25,18.0
276,청송군(경북),2020-07-26,6.0
276,청송군(경북),2020-07-27,7.0
276,청송군(경북),2020-07-28,20.5
276,청송군(경북),2020-07-29,21.5
276,청송군(경북),2020-07-30,63.5
159,부산(경남),2020-06-24,19.5
159,부산(경남),2020-06-25,35.3
159,부산(경남),2020-06-29,99.2
159,부산(경남),2020-06-30,5.9
159,부산(경남),2020-07-01,0.0
159,부산(경남),2020-07-03,7.8
159,부산(경남),2020-07-04,0.0
159,부산(경남),2020-07-06,0.8
159,부산(경남),2020-07-07,0.6
159,부산(경남),2020-07-09,2.1
159,부산(경남),2020-07-10,208.7
159,부산(경남),2020-07-12,37.5
159,부산(경남),2020-07-13,100.9
159,부산(경남),2020-07-14,5.2
159,부산(경남),2020-07-15,0.0
159,부산(경남),2020-07-19,0.5
159,부산(경남),2020-07-20,1.1
159,부산(경남),2020-07-21,3.4
159,부산(경남),2020-07-22,105.3
159,부산(경남),2020-07-23,176.2
159,부산(경남),2020-07-24,2.3
159,부산(경남),2020-07-25,1.5
159,부산(경남),2020-07-27,32.1
159,부산(경남),2020-07-28,46.5
159,부산(경남),2020-07-29,14.3
159,부산(경남),2020-07-30,50.0
294,거제(경남),2020-06-24,57.5
294,거제(경남),2020-06-25,33.6
294,거제(경남),2020-06-29,86.6
294,거제(경남),2020-06-30,10.9
294,거제(경남),2020-07-01,0.0
294,거제(경남),2020-07-03,10.0
294,거제(경남),2020-07-06,2.0
294,거제(경남),2020-07-07,0.2
294,거제(경남),2020-07-09,3.3
294,거제(경남),2020-07-10,165.7
294,거제(경남),2020-07-12,57.4
294,거제(경남),2020-07-13,161.6
294,거제(경남),2020-07-14,3.9
294,거제(경남),2020-07-15,0.4
294,거제(경남),2020-07-18,0.0
294,거제(경남),2020-07-19,15.7
294,거제(경남),2020-07-20,3.8
294,거제(경남),2020-07-21,5.1
294,거제(경남),2020-07-22,13.1
294,거제(경남),2020-07-23,102.3
294,거제(경남),2020-07-24,11.6
294,거제(경남),2020-07-25,1.3
294,거제(경남),2020-07-27,59.6
294,거제(경남),2020-07-28,34.4
294,거제(경남),2020-07-29,11.1
294,거제(경남),2020-07-30,10.9
284,거창(경남),2020-06-24,13.9
284,거창(경남),2020-06-25,0.2
284,거창(경남),2020-06-29,40.1
284,거창(경남),2020-06-30,2.9
284,거창(경남),2020-07-01,0.0
284,거창(경남),2020-07-03,9.2
284,거창(경남),2020-07-04,0.0
284,거창(경남),2020-07-06,0.0
284,거창(경남),2020-07-09,1.2
284,거창(경남),2020-07-10,44.6
284,거창(경남),2020-07-11,0.0
284,거창(경남),2020-07-12,63.9
284,거창(경남),2020-07-13,115.8
284,거창(경남),2020-07-14,10.9
284,거창(경남),2020-07-15,8.5
284,거창(경남),2020-07-16,0.6
284,거창(경남),2020-07-19,0.1
284,거창(경남),2020-07-20,7.3
284,거창(경남),2020-07-21,10.1
284,거창(경남),2020-07-22,72.1
284,거창(경남),2020-07-23,65.5
284,거창(경남),2020-07-24,10.7
284,거창(경남),2020-07-25,8.9
284,거창(경남),2020-07-26,0.1
284,거창(경남),2020-07-27,24.0
284,거창(경남),2020-07-28,41.6
284,거창(경남),2020-07-29,19.8
284,거창(경남),2020-07-30,70.8
253,김해시(경남),2020-06-24,24.1
253,김해시(경남),2020-06-25,24.8
253,김해시(경남),2020-06-29,87.7
253,김해시(경남),2020-06-30,8.7
253,김해시(경남),2020-07-01,0.1
253,김해시(경남),2020-07-03,4.2
253,김해시(경남),2020-07-04,0.1
253,김해시(경남),2020-07-06,0.2
253,김해시(경남),2020-07-09,0.4
253,김해시(경남),2020-07-10,107.8
253,김해시(경남),2020-07-12,29.9
253,김해시(경남),2020-07-13,95.5
253,김해시(경남),2020-07-14,1.2
253,김해시(경남),2020-07-15,2.9
253,김해시(경남),2020-07-19,0.1
253,김해시(경남),2020-07-20,1.0
253,김해시(경남),2020-07-21,6.2
253,김해시(경남),2020-07-22,60.0
253,김해시(경남),2020-07-23,87.4
253,김해시(경남),2020-07-24,4.0
253,김해시(경남),2020-07-25,0.3
253,김해시(경남),2020-07-27,40.1
253,김해시(경남),2020-07-28,31.6
253,김해시(경남),2020-07-29,39.9
253,김해시(경남),2020-07-30,22.0
295,남해(경남),2020-06-24,64.4
295,남해(경남),2020-06-25,7.5
295,남해(경남),2020-06-29,81.8
295,남해(경남),2020-06-30,2.9
295,남해(경남),2020-07-03,13.5
295,남해(경남),2020-07-04,0.0
295,남해(경남),2020-07-06,0.7
295,남해(경남),2020-07-09,1.9
295,남해(경남),2020-07-10,92.4
295,남해(경남),2020-07-12,74.4
295,남해(경남),2020-07-13,146.4
295,남해(경남),2020-07-14,2.8
295,남해(경남),2020-07-15,0.7
295,남해(경남),2020-07-18,0.0
295,남해(경남),2020-07-19,9.2
295,남해(경남),2020-07-20,0.9
295,남해(경남),2020-07-21,20.7
295,남해(경남),2020-07-22,25.4
295,남해(경남),2020-07-23,133.9
295,남해(경남),2020-07-24,9.2
295,남해(경남),2020-07-25,0.2
295,남해(경남),2020-07-27,25.3
295,남해(경남),2020-07-28,23.5
295,남해(경남),2020-07-29,42.9
295,남해(경남),2020-07-30,63.0
288,밀양(경남),2020-06-24,16.7
288,밀양(경남),2020-06-25,4.7
288,밀양(경남),2020-06-29,69.5
288,밀양(경남),2020-06-30,3.7
288,밀양(경남),2020-07-01,0.0
288,밀양(경남),2020-07-03,6.3
288,밀양(경남),2020-07-09,0.3
288,밀양(경남),2020-07-10,34.6
288,밀양(경남),2020-07-11,0.0
288,밀양(경남),2020-07-12,36.6
288,밀양(경남),2020-07-13,75.4
288,밀양(경남),2020-07-14,8.5
288,밀양(경남),2020-07-15,5.6
288,밀양(경남),2020-07-16,0.1
288,밀양(경남),2020-07-18,0.0
288,밀양(경남),2020-07-19,0.2
288,밀양(경남),2020-07-20,0.4
288,밀양(경남),2020-07-21,3.7
288,밀양(경남),2020-07-22,53.8
288,밀양(경남),2020-07-23,47.3
288,밀양(경남),2020-07-24,29.5
288,밀양(경남),2020-07-25,8.2
288,밀양(경남),2020-07-26,0.0
288,밀양(경남),2020-07-27,44.6
288,밀양(경남),2020-07-28,13.8
288,밀양(경남),2020-07-29,5.2
288,밀양(경남),2020-07-30,26.7
255,북창원(경남),2020-06-24,24.4
255,북창원(경남),2020-06-25,9.6
255,북창원(경남),2020-06-29,78.0
255,북창원(경남),2020-06-30,8.5
255,북창원(경남),2020-07-01,0.0
255,북창원(경남),2020-07-03,5.2
255,북창원(경남),2020-07-09,2.0
255,북창원(경남),2020-07-10,86.5
255,북창원(경남),2020-07-12,32.0
255,북창원(경남),2020-07-13,77.3
255,북창원(경남),2020-07-14,9.1
255,북창원(경남),2020-07-15,4.1
255,북창원(경남),2020-07-19,2.7
255,북창원(경남),2020-07-20,0.9
255,북창원(경남),2020-07-21,9.6
255,북창원(경남),2020-07-22,69.2
255,북창원(경남),2020-07-23,60.0
255,북창원(경남),2020-07-24,4.3
255,북창원(경남),2020-07-25,1.7
255,북창원(경남),2020-07-27,29.9
255,북창원(경남),2020-07-28,25.0
255,북창원(경남),2020-07-29,25.0
255,북창원(경남),2020-07-30,24.1
289,산청(경남),2020-06-24,7.8
289,산청(경남),2020-06-25,0.0
289,산청(경남),2020-06-29,71.7
289,산청(경남),2020-06-30,1.4
289,산청(경남),2020-07-03,18.2
289,산청(경남),2020-07-04,0.0
289,산청(경남),2020-07-09,7.6
289,산청(경남),2020-07-10,87.5
289,산청(경남),2020-07-12,56.3
289,산청(경남),2020-07-13,109.1
289,산청(경남),2020-07-14,9.0
289,산청(경남),2020-07-15,9.2
289,산청(경남),2020-07-19,0.1
289,산청(경남),2020-07-20,0.7
289,산청(경남),2020-07-21,8.0
289,산청(경남),2020-07-22,114.2
289,산청(경남),2020-07-23,104.5
289,산청(경남),2020-07-24,3.4
289,산청(경남),2020-07-25,9.1
289,산청(경남),2020-07-27,29.0
289,산청(경남),2020-07-28,65.9
289,산청(경남),2020-07-29,12.7
289,산청(경남),2020-07-30,12.0
257,양산시(경남),2020-06-24,17.8
257,양산시(경남),2020-06-25,28.1
257,양산시(경남),2020-06-29,70.4
257,양산시(경남),2020-06-30,5.9
257,양산시(경남),2020-07-03,5.1
257,양산시(경남),2020-07-06,0.0
257,양산시(경남),2020-07-09,1.2
257,양산시(경남),2020-07-10,80.4
257,양산시(경남),2020-07-12,23.7
257,양산시(경남),2020-07-13,83.5
257,양산시(경남),2020-07-14,0.5
257,양산시(경남),2020-07-15,1.0
257,양산시(경남),2020-07-19,0.2
257,양산시(경남),2020-07-20,0.3
257,양산시(경남),2020-07-21,6.2
257,양산시(경남),2020-07-22,82.1
257,양산시(경남),2020-07-23,96.5
257,양산시(경남),2020-07-24,2.1
257,양산시(경남),2020-07-25,1.5
257,양산시(경남),2020-07-27,37.5
257,양산시(경남),2020-07-28,19.1
257,양산시(경남),2020-07-29,16.7
257,양산시(경남),2020-07-30,38.1
152,울산(경남),2020-06-24,9.9
152,울산(경남),2020-06-25,11.7
152,울산(경남),2020-06-29,65.8
152,울산(경남),2020-06-30,44.4
152,울산(경남),2020-07-01,1.2
152,울산(경남),2020-07-03,3.5
152,울산(경남),2020-07-04,0.0
152,울산(경남),2020-07-09,0.4
152,울산(경남),2020-07-10,56.7
152,울산(경남),2020-07-12,26.5
152,울산(경남),2020-07-13,113.7
152,울산(경남),2020-07-14,1.6
152,울산(경남),2020-07-15,0.6
152,울산(경남),2020-07-19,0.2
152,울산(경남),2020-07-20,0.0
152,울산(경남),2020-07-21,2.8
152,울산(경남),2020-07-22,64.4
152,울산(경남),2020-07-23,108.5
152,울산(경남),2020-07-24,10.5
152,울산(경남),2020-07-25,2.4
152,울산(경남),2020-07-27,43.7
152,울산(경남),2020-07-28,33.5
152,울산(경남),2020-07-29,8.0
152,울산(경남),2020-07-30,20.1
263,의령군(경남),2020-06-24,15.5
263,의령군(경남),2020-06-25,2.5
263,의령군(경남),2020-06-29,66.0
263,의령군(경남),2020-06-30,2.0
263,의령군(경남),2020-07-03,11.0
263,의령군(경남),2020-07-06,0.0
263,의령군(경남),2020-07-09,1.5
263,의령군(경남),2020-07-10,63.0
263,의령군(경남),2020-07-12,57.0
263,의령군(경남),2020-07-13,91.0
263,의령군(경남),2020-07-14,20.0
263,의령군(경남),2020-07-15,6.5
263,의령군(경남),2020-07-16,0.5
263,의령군(경남),2020-07-19,3.0
263,의령군(경남),2020-07-20,0.5
263,의령군(경남),2020-07-21,6.5
263,의령군(경남),2020-07-22,47.5
263,의령군(경남),2020-07-23,99.5
263,의령군(경남),2020-07-24,30.0
263,의령군(경남),2020-07-25,2.0
263,의령군(경남),2020-07-26,0.0
263,의령군(경남),2020-07-27,52.0
263,의령군(경남),2020-07-28,14.0
263,의령군(경남),2020-07-29,8.5
263,의령군(경남),2020-07-30,45.0
192,진주(경남),2020-06-24,26.9
192,진주(경남),2020-06-25,2.9
192,진주(경남),2020-06-29,92.6
192,진주(경남),2020-06-30,2.1
192,진주(경남),2020-07-03,10.4
192,진주(경남),2020-07-06,0.0
192,진주(경남),2020-07-09,2.6
192,진주(경남),2020-07-10,62.6
192,진주(경남),2020-07-12,71.0
192,진주(경남),2020-07-13,121.1
192,진주(경남),2020-07-14,7.9
192,진주(경남),2020-07-15,7.5
192,진주(경남),2020-07-19,6.6
192,진주(경남),2020-07-20,0.7
192,진주(경남),2020-07-21,8.3
192,진주(경남),2020-07-22,36.1
192,진주(경남),2020-07-23,102.8
192,진주(경남),2020-07-24,9.3
192,진주(경남),2020-07-25,5.2
192,진주(경남),2020-07-27,41.4
192,진주(경남),2020-07-28,21.9
192,진주(경남),2020-07-29,23.7
192,진주(경남),2020-07-30,48.4
155,창원(경남),2020-06-24,49.9
155,창원(경남),2020-06-25,13.1
155,창원(경남),2020-06-29,98.9
155,창원(경남),2020-06-30,3.3
155,창원(경남),2020-07-01,0.1
155,창원(경남),2020-07-03,5.7
155,창원(경남),2020-07-04,0.9
155,창원(경남),2020-07-06,0.3
155,창원(경남),2020-07-07,0.0
155,창원(경남),2020-07-09,9.5
155,창원(경남),2020-07-10,80.5
155,창원(경남),2020-07-12,38.0
155,창원(경남),2020-07-13,96.7
155,창원(경남),2020-07-14,10.0
155,창원(경남),2020-07-15,4.3
155,창원(경남),2020-07-18,0.0
155,창원(경남),2020-07-19,8.6
155,창원(경남),2020-07-20,1.0
155,창원(경남),2020-07-21,4.9
155,창원(경남),2020-07-22,52.4
155,창원(경남),2020-07-23,77.0
155,창원(경남),2020-07-24,7.7
155,창원(경남),2020-07-25,1.4
155,창원(경남),2020-07-27,34.3
155,창원(경남),2020-07-28,37.1
155,창원(경남),2020-07-29,24.4
155,창원(경남),2020-07-30,29.3
162,통영(경남),2020-06-24,59.6
162,통영(경남),2020-06-25,24.6
162,통영(경남),2020-06-29,87.1
162,통영(경남),2020-06-30,2.5
162,통영(경남),2020-07-03,10.2
162,통영(경남),2020-07-06,1.0
162,통영(경남),2020-07-09,0.6
162,통영(경남),2020-07-10,147.4
162,통영(경남),2020-07-12,47.7
162,통영(경남),2020-07-13,136.9
162,통영(경남),2020-07-14,0.1
162,통영(경남),2020-07-15,1.0
162,통영(경남),2020-07-18,0.0
162,통영(경남),2020-07-19,18.9
162,통영(경남),2020-07-20,0.8
162,통영(경남),2020-07-21,9.1
162,통영(경남),2020-07-22,16.8
162,통영(경남),2020-07-23,81.3
162,통영(경남),2020-07-24,8.4
162,통영(경남),2020-07-25,0.6
162,통영(경남),2020-07-27,29.9
162,통영(경남),2020-07-28,57.6
162,통영(경남),2020-07-29,30.6
162,통영(경남),2020-07-30,8.9
264,함양군(경남),2020-06-24,10.0
264,함양군(경남),2020-06-25,0.5
264,함양군(경남),2020-06-29,42.0
264,함양군(경남),2020-06-30,0.5
264,함양군(경남),2020-07-01,0.2
264,함양군(경남),2020-07-03,12.5
264,함양군(경남),2020-07-06,0.0
264,함양군(경남),2020-07-09,3.5
264,함양군(경남),2020-07-10,50.5
264,함양군(경남),2020-07-12,47.0
264,함양군(경남),2020-07-13,123.0
264,함양군(경남),2020-07-14,11.5
264,함양군(경남),2020-07-15,9.0
264,함양군(경남),2020-07-16,0.5
264,함양군(경남),2020-07-19,0.0
264,함양군(경남),2020-07-20,3.0
264,함양군(경남),2020-07-21,13.5
264,함양군(경남),2020-07-22,62.0
264,함양군(경남),2020-07-23,78.5
264,함양군(경남),2020-07-24,7.0
264,함양군(경남),2020-07-25,15.0
264,함양군(경남),2020-07-26,0.1
264,함양군(경남),2020-07-27,26.5
264,함양군(경남),2020-07-28,47.5
264,함양군(경남),2020-07-29,24.5
264,함양군(경남),2020-07-30,33.0
285,합천(경남),2020-06-24,14.2
285,합천(경남),2020-06-25,1.3
285,합천(경남),2020-06-29,52.0
285,합천(경남),2020-06-30,2.3
285,합천(경남),2020-07-01,0.0
285,합천(경남),2020-07-03,17.6
285,합천(경남),2020-07-06,0.2
285,합천(경남),2020-07-09,1.2
285,합천(경남),2020-07-10,65.0
285,합천(경남),2020-07-12,43.2
285,합천(경남),2020-07-13,97.7
285,합천(경남),2020-07-14,12.2
285,합천(경남),2020-07-15,9.6
285,합천(경남),2020-07-16,1.4
285,합천(경남),2020-07-19,0.0
285,합천(경남),2020-07-20,0.2
285,합천(경남),2020-07-21,6.1
285,합천(경남),2020-07-22,106.9
285,합천(경남),2020-07-23,100.8
285,합천(경남),2020-07-24,10.6
285,합천(경남),2020-07-25,15.5
285,합천(경남),2020-07-26,0.3
285,합천(경남),2020-07-27,29.0
285,합천(경남),2020-07-28,23.9
285,합천(경남),2020-07-29,16.2
285,합천(경남),2020-07-30,13.4
184,제주(제주),2020-06-17,30.9
184,제주(제주),2020-06-18,49.3
184,제주(제주),2020-06-19,11.4
184,제주(제주),2020-06-24,38.3
184,제주(제주),2020-06-25,14.2
184,제주(제주),2020-06-27,0.1
184,제주(제주),2020-06-29,25.1
184,제주(제주),2020-06-30,0.0
184,제주(제주),2020-07-03,17.0
184,제주(제주),2020-07-04,0.4
184,제주(제주),2020-07-06,15.7
184,제주(제주),2020-07-07,35.1
184,제주(제주),2020-07-09,2.0
184,제주(제주),2020-07-10,16.4
184,제주(제주),2020-07-11,0.0
184,제주(제주),2020-07-12,4.3
184,제주(제주),2020-07-13,1.5
184,제주(제주),2020-07-14,0.5
184,제주(제주),2020-07-15,0.0
184,제주(제주),2020-07-16,0.4
184,제주(제주),2020-07-18,0.2
184,제주(제주),2020-07-19,0.0
184,제주(제주),2020-07-20,1.2
184,제주(제주),2020-07-21,4.4
184,제주(제주),2020-07-22,0.0
184,제주(제주),2020-07-23,9.2
184,제주(제주),2020-07-24,2.4
184,제주(제주),2020-07-25,0.0
184,제주(제주),2020-07-27,71.5
184,제주(제주),2020-07-28,2.0
185,고산(제주),2020-06-17,8.8
185,고산(제주),2020-06-18,33.8
185,고산(제주),2020-06-19,0.2
185,고산(제주),2020-06-24,54.4
185,고산(제주),2020-06-25,21.4
185,고산(제주),2020-06-27,1.3
185,고산(제주),2020-06-29,35.1
185,고산(제주),2020-06-30,0.0
185,고산(제주),2020-07-01,0.0
185,고산(제주),2020-07-03,22.7
185,고산(제주),2020-07-04,0.1
185,고산(제주),2020-07-06,49.7
185,고산(제주),2020-07-07,92.4
185,고산(제주),2020-07-09,25.4
185,고산(제주),2020-07-10,2.7
185,고산(제주),2020-07-11,0.0
185,고산(제주),2020-07-12,0.8
185,고산(제주),2020-07-13,0.3
185,고산(제주),2020-07-14,0.1
185,고산(제주),2020-07-15,0.0
185,고산(제주),2020-07-18,2.4
185,고산(제주),2020-07-19,0.3
185,고산(제주),2020-07-20,0.5
185,고산(제주),2020-07-21,3.4
185,고산(제주),2020-07-22,0.1
185,고산(제주),2020-07-23,5.7
185,고산(제주),2020-07-24,0.0
185,고산(제주),2020-07-27,41.1
185,고산(제주),2020-07-28,0.1
189,서귀포(제주),2020-06-17,13.2
189,서귀포(제주),2020-06-18,40.1
189,서귀포(제주),2020-06-19,0.4
189,서귀포(제주),2020-06-24,123.2
189,서귀포(제주),2020-06-25,27.0
189,서귀포(제주),2020-06-27,1.8
189,서귀포(제주),2020-06-29,47.1
189,서귀포(제주),2020-06-30,0.0
189,서귀포(제주),2020-07-03,38.9
189,서귀포(제주),2020-07-04,1.2
189,서귀포(제주),2020-07-05,0.4
189,서귀포(제주),2020-07-06,47.1
189,서귀포(제주),2020-07-07,70.8
189,서귀포(제주),2020-07-09,5.6
189,서귀포(제주),2020-07-10,40.1
189,서귀포(제주),2020-07-11,0.4
189,서귀포(제주),2020-07-12,39.2
189,서귀포(제주),2020-07-13,17.7
189,서귀포(제주),2020-07-14,0.0
189,서귀포(제주),2020-07-15,0.0
189,서귀포(제주),2020-07-18,1.4
189,서귀포(제주),2020-07-19,5.2
189,서귀포(제주),2020-07-20,3.0
189,서귀포(제주),2020-07-21,1.9
189,서귀포(제주),2020-07-22,0.2
189,서귀포(제주),2020-07-23,8.0
189,서귀포(제주),2020-07-24,0.1
189,서귀포(제주),2020-07-25,0.0
189,서귀포(제주),2020-07-27,40.6
189,서귀포(제주),2020-07-28,0.1
188,성산(제주),2020-06-15,0.2
188,성산(제주),2020-06-17,19.5
188,성산(제주),2020-06-18,45.2
188,성산(제주),2020-06-19,14.3
188,성산(제주),2020-06-24,66.8
188,성산(제주),2020-06-25,28.9
188,성산(제주),2020-06-27,1.1
188,성산(제주),2020-06-29,61.6
188,성산(제주),2020-07-03,37.7
188,성산(제주),2020-07-04,0.9
188,성산(제주),2020-07-05,0.9
188,성산(제주),2020-07-06,57.9
188,성산(제주),2020-07-07,71.1
188,성산(제주),2020-07-09,2.4
188,성산(제주),2020-07-10,82.3
188,성산(제주),2020-07-12,52.0
188,성산(제주),2020-07-13,4.2
188,성산(제주),2020-07-14,0.0
188,성산(제주),2020-07-15,0.0
188,성산(제주),2020-07-16,0.0
188,성산(제주),2020-07-18,0.7
188,성산(제주),2020-07-19,1.8
188,성산(제주),2020-07-20,0.1
188,성산(제주),2020-07-21,1.1
188,성산(제주),2020-07-22,4.6
188,성산(제주),2020-07-23,4.6
188,성산(제주),2020-07-24,0.4
188,성산(제주),2020-07-27,49.9
188,성산(제주),2020-07-28,5.0



